SIRET;L1_NOMEN;L2_COMP;L3_CADR;L4_VOIE;L5_DISP;L6_POST;DEPET;L7_ETRG;RPET;ARRONET;CTONET;COMET;LIBCOM;DU;EPCI;TU;UU;CODEVOIE;TCD;ZEMET;NUMVOIE;INDREP;TYPVOIE;LIBVOIE;CODPOS;CEDEX;ZR1;SIEGE;ENSEIGNE;NOM_COM;NATETAB;LIBNATETAB;APET700;LIBAPET;DAPET;TEFET;EFETCENT;DCRET;DEFET;ORIGINE;AMINTRET;ACTIVNAT;LIEUACT;ACTISURF;SAISONAT;MODET;AUXILT;PRODET;PRODPART;ZR2;NOMEN_LONG;SIGLE;CIVILITE;NJ;LIBNJ;APEN700;LIBAPEN;DAPEN;APRM;TEFEN;EFENCENT;DEFEN;CATEGORIE;DCREN;AMINTREN;MONOACT;MODEN;PRODEN;ESAANN;TCA;ESAAPEN;ESASEC1N;ESASEC2N;ESASEC3N;ESASEC4N;REGIMP;MONOREG;ZR3;RPEN;DEPCOMEN;VMAJ;VMAJ1;IND_PUBLIPO;VMAJ2;VMAJ3;MAJ_DATE
51214505300017;S2F PARIS;"";ZONE D ACTIVITES LES PLATIERES;100 CHEMIN DE LA JACONNE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";CHE;DE LA JACONNE;38670;"";;1;"";;"";"";7010Z;Activités des sièges sociaux;2009;00;0;20090428;2014;1;201209;99;99;"";P;S;0;O;"";;S2F PARIS;"";"";5499;Société à responsabilité limitée (sans autre indication);4332C;Agencement de lieux de vente;2009;"";00;0;2014;PME;20090428;201209;7;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
51977627200014;MADAME LAURE MARIE ANNE VIALATTE;LA TRINACRIA;"";819 RUE PASTEUR;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;819;"";"";RUE PASTEUR;38670;"";;1;LA TRINACRIA;;2;Commerçant ;5610A;Restauration traditionnelle;2009;00;0;20091019;2013;1;201209;10;99;"";P;S;0;O;"";;VIALATTE*LAURE MARIE ANNE/;"";2;"";"";5610A;Restauration traditionnelle;2009;"";00;0;2013;PME;20091019;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
53077684800018;SELYOS;CHEZ SEFA PIZZA W R C;"";772 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;772;"";AV;FREDERIC MISTRAL;38670;"";;1;CHEZ SEFA PIZZA W-R-C;;"";"";5610A;Restauration traditionnelle;2011;00;NN;20110101;2011;3;201209;99;99;"";P;S;0;O;"";;SELYOS;"";"";5498;SARL unipersonnelle ;5610A;Restauration traditionnelle;2011;1089ZZ;00;NN;2011;PME;20110101;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
53340945400014;MADAME FABIENNE DURAND;"";"";3 ALLEE DES BRUYERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;3;"";ALL;DES BRUYERES;38670;"";;1;"";;5;Profession libérale ;7490B;Activités spécialisées, scientifiques et techniques diverses;2016;00;NN;20110501;2011;1;201611;12;99;"";P;S;0;O;"";;DURAND*FABIENNE JOSEPHINE ANDREE/;"";2;"";"";7490B;Activités spécialisées, scientifiques et techniques diverses;2016;"";00;NN;2011;PME;20110501;201611;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
53379100000029;MONSIEUR DANIEL CORUJEIRA;DCM;"";1 RUE EDOUARD HERRIOT;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1;"";RUE;EDOUARD HERRIOT;38670;"";;1;"";;3;Artisan ;4332B;Travaux de menuiserie métallique et serrurerie;2017;00;NN;20171003;2017;1;201710;14;91;"";P;S;0;O;"";;CORUJEIRA*DANIEL/;"";1;"";"";4332B;Travaux de menuiserie métallique et serrurerie;2011;4332BA;00;NN;2017;"";20110726;201710;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
70652080600037;SA PRODUITS INDUSTRIELS ET METALLURGIQ;SAPIM INOX;"";290 CHEMIN DE LA SAULAIE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;290;"";CHE;DE LA SAULAIE;38670;"";;0;"";;"";"";4618Z;Interm. spécialisés commerce d'autres produits spécifiques;2008;11;10;19000101;2016;1;201209;NR;99;"";P;S;0;O;"";;SA PRODUITS INDUSTRIELS ET METALLURGIQUE;SAPIM INOX;"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;4669B;Commerce de gros de fournitures et équipements industriels divers;2011;"";22;100;2016;ETI;19740101;201209;3;S;O;2014;7;4669B;4669B;"";"";"";;;;93;38087;E;"";1;"";"";27/02/2018
75047084100024;ADOMICLIM;"";"";650 CHEMIN DE VIOLANS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;650;"";CHE;DE VIOLANS;38670;"";;1;"";;"";"";4520A;Entretien et réparation de véhicules automobiles légers;2017;00;NN;20171108;2017;1;201801;"";"";"";P;S;0;O; ;;ADOMICLIM';"";"";5499;Société à responsabilité limitée (sans autre indication);4520A;Entretien et réparation de véhicules automobiles légers;2012;4520AD;00;NN;2012;PME;20120312;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
80526767100016;MONSIEUR JEAN DUPRE;"";"";1611 ROUTE DE LA MOILLE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1611;"";RTE;DE LA MOILLE;38670;"";;1;"";;2;Commerçant ;4619B;Autres intermédiaires du commerce en produits divers;2014;00;NN;20140901;2014;NR;201710;NR;NR;"";P;S;0;O;"";;DUPRE*JEAN CLAUDE DEL GEORGES/;"";1;"";"";4619B;Autres intermédiaires du commerce en produits divers;2014;"";00;NN;2014;"";20140901;201710;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
82167918000025;SCI PLURISPACE;"";ZONE ARTISANALE DES PLATIERES;298 CHEMIN DE LA JACONNE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;298;"";CHE;DE LA JACONNE;38670;"";;1;"";;"";"";6820B;Location de terrains et d'autres biens immobiliers;2017;00;NN;20171101;2017;NR;201801;"";"";"";P;S;0;N; ;;SCI PLURISPACE;"";"";6540;Société civile immobilière ;6820B;Location de terrains et d'autres biens immobiliers;2016;"";00;NN;2016;"";20160718;201608;"";S;N;"";"";"";"";"";"";"";;;;84;38087;C;"";0;"";"";27/02/2018
83474711500014;MONSIEUR JEREMY SCHILLING;"";"";210 RUE COPERNIC;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;210;"";"";RUE COPERNIC;38670;"";;1;"";;9;Autre entrepreneur individuel;9003B;Autre création artistique;2018;00;NN;20180116;2018;1;201801;"";"";"";P;S;0;O; ;;SCHILLING*JEREMY RENE/;"";1;"";"";9003B;Autre création artistique;2018;"";00;NN;2018;"";20180116;201801;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
50215394300019;UN JOUR UNE FENETRE;"";"";ZONE ARTISANALE LE GRAND CHAMP;"";38121 CHONAS L AMBALLAN;FRANCE;84;38;3;28;107;CHONAS L'AMBALLAN;00;243800455;5;56;;14;8211;"";"";"";ZA GRAND CHAMP;38121;"";;1;UN JOUR  UNE FENETRE;;"";"";4752A;Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);2008;02;3;20080122;2016;1;201209;10;05;1 ;P;S;0;O;"";;UN JOUR  UNE FENETRE;"";"";5499;Société à responsabilité limitée (sans autre indication);4752A;Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);2008;"";02;3;2016;PME;20080122;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38107;I;"";1;"";"";27/02/2018
50215394300019;UN JOUR UNE FENETRE;"";"";ZONE ARTISANALE LE GRAND CHAMP;"";38121 CHONAS L AMBALLAN;FRANCE;84;38;3;28;107;CHONAS L'AMBALLAN;00;243800455;5;56;;14;8211;"";"";"";ZA GRAND CHAMP;38121;"";;1;UN JOUR  UNE FENETRE;;"";"";4752A;Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);2008;02;3;20080122;2016;1;201209;10;05;1 ;P;S;0;O; ;;UN JOUR  UNE FENETRE;"";"";5710;SAS, société par actions simplifiée;4752A;Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);2008;"";02;3;2016;PME;20080122;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38107;F;0;1;0;1;27/02/2018
83496848900015;SOLEVITA;"";"";656 CHE DE LIEURAZ;"";38121 CHONAS L'AMBALLAN;"";84;38;3;28;107;CHONAS L'AMBALLAN;00;243800455;5;56;;14;8211;656;"";CHE;DE LIEURAZ;38121;"";;1;"";;"";"";9499Z;Autres organisations fonctionnant par adhésion volontaire;2017;00;NN;20171121;2017;1;201801;99;99;"";P;S;0;N; ;;SOLEVITA;"";"";9220;Association déclarée ;9499Z;Autres organisations fonctionnant par adhésion volontaire;2017;"";00;NN;2017;"";20171121;201801;"";S;N;"";"";"";"";"";"";"";;;;84;38107;C;"";1;"";"";27/02/2018
34310058200067;MADAME CATHERINE PARET;LA GROTTE AUX GOURMETS;"";373 A ROUTE DES SERPAIZIERES;"";38200 CHUZELLES;FRANCE;84;38;3;27;110;CHUZELLES;"";243800455;0;"";;15;8211;373;"";"";A ROUTE DES SERPAIZIERES;38200;"";;1;LES GOURMANDISES DE CATHY;;2;Commerçant ;4781Z;Commerce de détail alimentaire sur éventaires et marchés;2011;00;NN;20110930;2011;1;201209;"";"";"";P;S;0;O;"";;TOUBOUL*PARET/CATHERINE/;"";2;"";"";4781Z;Commerce de détail alimentaire sur éventaires et marchés;2011;"";00;0;2011;PME;19871208;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38110;E;"";1;"";"";27/02/2018
82053814800017;CAM OCCAZ;"";"";279 GRANDE RUE;"";38200 CHUZELLES;FRANCE;84;38;3;27;110;CHUZELLES;"";243800455;0;"";;15;8211;279;"";"";GRANDE RUE;38200;"";;1;"";;"";"";7010Z;Activités des sièges sociaux;2016;00;NN;20160524;2016;1;201605;"";"";"";P;S;1;O;"";;CAM'OCCAZ;"";"";5710;SAS, société par actions simplifiée;4799B;Vente par automate, aut. com. dét. hors mag., éventaire ou marché;2016;"";00;NN;2016;"";20160524;201605;1;S;O;"";"";"";"";"";"";"";;;;84;38110;E;"";1;"";"";27/02/2018
82447446400016;MONSIEUR ANTHONY ROMET;"";"";60 T RUE DE SAINT MAURICE;"";38200 CHUZELLES;FRANCE;84;38;3;27;110;CHUZELLES;"";243800455;0;"";;15;8211;60;T;RTE;DE SAINT MAURICE;38200;"";;1;"";;2;Commerçant ;4799A;Vente à domicile;2016;00;NN;20161219;2016;1;201612;"";"";"";P;S;0;O;"";;ROMET*ANTHONY ALEXANDRE LOGAN/;"";1;"";"";4799A;Vente à domicile;2016;"";00;NN;2016;"";20161219;201612;1;S;O;"";"";"";"";"";"";"";;;;84;38110;E;"";1;"";"";27/02/2018
82771323100013;MADAME AUDREY POURCHER MARAZANOFF;"";"";299 CHEMIN DE LA COMBE BLEUE;"";38200 CHUZELLES;FRANCE;84;38;3;27;110;CHUZELLES;"";243800455;0;"";;15;8211;299;"";CHE;DE LA COMBE BLEUE;38200;"";;1;"";;2;Commerçant ;6831Z;Agences immobilières;2017;00;NN;20170301;2017;NR;201702;NR;NR;"";P;S;0;O;"";;MARAZANOFF*POURCHER-MARAZANOFF/AUDREY/;"";2;"";"";6831Z;Agences immobilières;2017;"";00;NN;2017;"";20170301;201702;1;S;O;"";"";"";"";"";"";"";;;;84;38110;E;"";1;"";"";27/02/2018
51176297300010;RIBEIRO TRANSPORTS;"";"";IMPASSE DES ROSES;"";38138 LES COTES D AREY;FRANCE;84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;"";"";"";IMPASSE DES ROSES;38138;"";;1;"";;"";"";4941B;Transports routiers de fret de proximité;2009;01;1;20090401;2015;1;201209;07;91;"";P;S;0;O;"";;RIBEIRO TRANSPORTS;"";"";5499;Société à responsabilité limitée (sans autre indication);4941B;Transports routiers de fret de proximité;2009;"";01;1;2015;PME;20090401;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38131;E;"";1;"";"";27/02/2018
79167887300013;EARL LA COMBE DES SOURCES;"";"";166 RUE CHEZ MICHARD;"";38138 LES COTES D AREY;FRANCE;84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;166;"";RUE;CHEZ MICHARD;38138;"";;1;"";;"";"";0150Z;Culture et élevage associés;2013;00;NN;20130301;2013;1;201303;"";"";"";P;S;0;O;"";;EARL LA COMBE DES SOURCES;"";"";6598;Exploitation agricole à responsabilité limitée ;0150Z;Culture et élevage associés;2013;"";00;NN;2013;"";20130301;201303;1;S;O;"";"";"";"";"";"";"";;;;84;38131;E;"";1;"";"";27/02/2018
79167887300021;EARL LA COMBE DES SOURCES;"";"";182 RUE CHEZ MICHARD;"";38138 LES COTES D AREY;FRANCE;84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;182;"";RUE;CHEZ MICHARD;38138;"";;1;"";;"";"";0150Z;Culture et élevage associés;2017;00;NN;20171231;2017;1;201801;"";"";"";P;S;0;O; ;;EARL LA COMBE DES SOURCES;"";"";6598;Exploitation agricole à responsabilité limitée ;0150Z;Culture et élevage associés;2013;"";00;NN;2013;"";20130301;201303;1;S;O;"";"";"";"";"";"";"";;;;84;38131;C;"";1;"";"";27/02/2018
82520485200016;MADAME LILIANE KARERA;"";"";197 RUE DU SIFFET;"";38138 LES COTES D AREY;FRANCE;84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;197;"";RUE;DU SIFFET;38138;"";;1;"";;5;Profession libérale ;7490B;Activités spécialisées, scientifiques et techniques diverses;2017;00;NN;20170102;2017;1;201701;"";"";"";P;S;0;O;"";;KARERA*LILIANE/;"";2;"";"";7490B;Activités spécialisées, scientifiques et techniques diverses;2017;"";00;NN;2017;"";20170102;201701;1;S;O;"";"";"";"";"";"";"";;;;84;38131;E;"";1;"";"";27/02/2018
83450005000010;DCF;"";"";1207 MONTEE CHATEAU GRILLET;"";38138 LES COTES D AREY;FRANCE;84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;1207;"";MTE;CHATEAU GRILLET;38138;"";;1;"";;"";"";6820B;Location de terrains et d'autres biens immobiliers;2018;00;NN;20180101;2018;NR;201801;99;99;"";P;S;0;N; ;;DCF;"";"";6540;Société civile immobilière ;6820B;Location de terrains et d'autres biens immobiliers;2018;"";00;NN;2018;"";20180101;201801;"";S;N;"";"";"";"";"";"";"";;;;84;38131;C;"";0;"";"";27/02/2018
83483108300011;AMELEO;"";"";260 CHEMIN DE LA FRANCE;"";38138 LES COTES D AREY;FRANCE;84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;260;"";CHE;DE LA FRANCE;38138;"";;1;"";;"";"";6820A;Location de logements;2018;00;NN;20180115;2018;NR;201801;99;99;"";P;S;0;N; ;;AMELEO;"";"";6540;Société civile immobilière ;6820A;Location de logements;2018;"";00;NN;2018;"";20180115;201801;"";S;N;"";"";"";"";"";"";"";;;;84;38131;C;"";0;"";"";27/02/2018
83494582600016;MONSIEUR WALID ARKOUCHE;"";"";226 RUE DE LA MULATIERE;"";38138 LES COTES D'AREY;"";84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;226;"";RUE;DE LA MULATIERE;38138;"";;1;"";;9;Autre entrepreneur individuel;6820A;Location de logements;2017;00;NN;20171226;2017;1;201801;NR;NR;"";P;S;0;N; ;;ARKOUCHE*WALID/;"";1;"";"";6820A;Location de logements;2017;"";00;NN;2017;"";20171226;201801;"";S;N;"";"";"";"";"";"";"";;;;84;38131;C;"";0;"";"";27/02/2018
83494969500011;MADAME ELODIE ESCOT;"";"";253 RTE DE REVENTIN VAUGRIS;"";38138 LES COTES D'AREY;"";84;38;3;28;131;LES COTES D'AREY;"";243800455;0;"";;14;8211;253;"";RTE;DE REVENTIN VAUGRIS;38138;"";;1;"";;5;Profession libérale ;8623Z;Pratique dentaire;2018;00;NN;20180212;2018;1;201801;"";"";"";P;S;0;O; ;;ESCOT*ELODIE ISABELLE/;"";2;"";"";8623Z;Pratique dentaire;2018;"";00;NN;2018;"";20180212;201801;"";S;O;"";"";"";"";"";"";"";;;;84;38131;C;"";1;"";"";27/02/2018
39429449000021;MONSIEUR MARC DIDIER;DIDIER MARC SAV;"";1 LA COUPE;"";38780 ESTRABLIN;FRANCE;84;38;3;28;157;ESTRABLIN;"";243800455;0;"";;17;8211;1;"";"";LA COUPE;38780;"";;0;"";;3;Artisan ;3317Z;Réparation et maintenance d'autres équipements de transport;2018;00;NN;20180115;2018;1;201801;12;NR;"";P;S;0;O; ;;DIDIER*MARC/;"";1;"";"";0111Z;Culture de céréales (sf riz) légumineuses, graines oléagineuses;2008;3317ZZ;00;0;2004;"";19930101;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38157;C;"";1;"";"";27/02/2018
43105478200013;MONSIEUR JEAN FOURNIER;"";"";475 CHEMIN DE LA PAPE;"";38780 ESTRABLIN;FRANCE;84;38;3;28;157;ESTRABLIN;"";243800455;0;"";;17;8211;475;"";CHE;DE LA PAPE;38780;"";;1;"";;3;Artisan ;4312A;Travaux de terrassement courants et travaux préparatoires;2008;00;0;19800101;2004;1;201209;12;91;"";P;S;0;O;"";;FOURNIER*JEAN LUC/;"";1;"";"";4312A;Travaux de terrassement courants et travaux préparatoires;2008;4312BA;00;0;2004;PME;19800101;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38157;I;"";1;"";"";27/02/2018
43105478200013;MONSIEUR JEAN FOURNIER;"";"";475 CHE DE LA PAPE;"";38780 ESTRABLIN;"";84;38;3;28;157;ESTRABLIN;"";243800455;0;"";;17;8211;475;"";CHE;DE LA PAPE;38780;"";;1;"";;3;Artisan ;4312A;Travaux de terrassement courants et travaux préparatoires;2008;00;0;19800101;2004;1;201209;12;91;"";P;S;0;O; ;;FOURNIER*JEAN LUC/;"";1;"";"";4312A;Travaux de terrassement courants et travaux préparatoires;2008;4312BA;00;0;2004;PME;19800101;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38157;F;0;1;0;0;27/02/2018
44143228300030;AVENIR ENVIRONNEMENT;"";"";10 LE MICHALIN;"";38780 ESTRABLIN;FRANCE;84;38;3;28;157;ESTRABLIN;"";243800455;0;"";;17;8211;10;"";LOT;LE MICHALIN;38780;"";;1;"";;"";"";7010Z;Activités des sièges sociaux;2013;01;1;20131101;2016;1;201401;"";"";"";P;S;0;O;"";;AVENIR ENVIRONNEMENT;"";"";5710;SAS, société par actions simplifiée;7010Z;Activités des sièges sociaux;2012;"";01;1;2016;PME;20011207;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38157;I;"";1;"";"";27/02/2018
