"SIREN";"NIC";"L1_NORMALISEE";"L2_NORMALISEE";"L3_NORMALISEE";"L4_NORMALISEE";"L5_NORMALISEE";"L6_NORMALISEE";"L7_NORMALISEE";"L1_DECLAREE";"L2_DECLAREE";"L3_DECLAREE";"L4_DECLAREE";"L5_DECLAREE";"L6_DECLAREE";"L7_DECLAREE";"NUMVOIE";"INDREP";"TYPVOIE";"LIBVOIE";"CODPOS";"CEDEX";"RPET";"LIBREG";"DEPET";"ARRONET";"CTONET";COMET;"LIBCOM";"DU";"TU";"UU";"EPCI";"TCD";"ZEMET";"SIEGE";"ENSEIGNE";"IND_PUBLIPO";"DIFFCOM";"AMINTRET";"NATETAB";"LIBNATETAB";"APET700";"LIBAPET";"DAPET";"TEFET";"LIBTEFET";"EFETCENT";"DEFET";"ORIGINE";"DCRET";"DDEBACT";"ACTIVNAT";"LIEUACT";"ACTISURF";"SAISONAT";"MODET";"PRODET";"PRODPART";"AUXILT";"NOMEN_LONG";"SIGLE";"NOM";"PRENOM";"CIVILITE";"RNA";"NICSIEGE";"RPEN";"DEPCOMEN";"ADR_MAIL";"NJ";"LIBNJ";"APEN700";"LIBAPEN";"DAPEN";"APRM";"ESS";"DATEESS";"TEFEN";"LIBTEFEN";"EFENCENT";"DEFEN";"CATEGORIE";"DCREN";"AMINTREN";"MONOACT";"MODEN";"PRODEN";"ESAANN";"TCA";"ESAAPEN";"ESASEC1N";"ESASEC2N";"ESASEC3N";"ESASEC4N";"VMAJ";"VMAJ1";"VMAJ2";"VMAJ3";"DATEMAJ"
"348023698";"00015";"GIVALE";"INTERMARCHE";"MALISSOL";"ZONE ARTISANALE DE LA GERE";"";"38200 VIENNE";"FRANCE";"GIVALE";"INTERMARCHE";"ZA LA GERE";"MALISSOL";"";"38200 VIENNE";"";"";"";"";"MALISSOL";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"";"";"4711D";"Supermarchés";"2008";"21";"50 à 99 salariés";"50";"2015";"1";"19880913";"19880913";"NR";"05";"3 ";"P";"S";"O";"";"0";"GIVALE";"";"";"";"";"";"00015";"84";"38544";"";"5710";"SAS, société par actions simplifiée";"4711D";"Supermarchés";"2008";"";"";"";"21";"50 à 99 salariés";"50";"2015";"PME";"19880913";"201209";"1";"S";"O";"";"";"";"";"";"";"";"I";"";"";"";"2017-03-31T12:40:17"
"348023698";"00015";"GIVALE";"INTERMARCHE";"ZA LA GERE";"MALISSOL";"";"38200 VIENNE";"";"GIVALE";"INTERMARCHE";"ZA LA GERE";"MALISSOL";"";"38200 VIENNE";"";"";"";"";"MALISSOL";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"";"";"4711D";"Supermarchés";"2008";"21";"50 à 99 salariés";"50";"2015";"1";"19880913";"19880913";"NR";"05";"3 ";"P";"S";"O";" ";"0";"GIVALE";"";"";"";"";"";"00015";"84";"38544";"";"5710";"SAS, société par actions simplifiée";"4711D";"Supermarchés";"2008";"";"";"";"21";"50 à 99 salariés";"50";"2015";"PME";"19880913";"201209";"1";"S";"O";"";"";"";"";"";"";"";"F";"0";"0";"0";"2017-03-31T12:40:17"
"351442082";"02387";"NEWREST RESTAURATION";"NEWREST RESTAURATION IME LA BATIE";"";"MONT SALOMON";"";"38200 VIENNE";"FRANCE";"NEWREST RESTAURATION";"";"NEWREST RESTAURATION IME LA BATIE";"MONT SALOMON";"";"38200 VIENNE";"";"";"";"";"MONT SALOMON";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"0";"";"1";"O";"201703";"";"";"5629B";"Autres services de restauration n.c.a.";"2017";"01";"1 ou 2 salariés";"NN";"2017";"9";"20170301";"20170301";"99";"99";"";"P";"S";"O";" ";"0";"NEWREST RESTAURATION";"";"";"";"";"";"00126";"32";"60159";"";"5699";"SA à directoire (s.a.i.)";"5629B";"Autres services de restauration n.c.a.";"2008";"";"";"";"32";"250 à 499 salariés";"400";"2015";"ETI";"19890901";"201209";"1";"S";"O";"2012";"6";"5629B";"5629B";"7010Z";"";"";"C";"";"";"";"2017-03-30T10:55:09"
"351442082";"02775";"NEWREST RESTAURATION";"";"NEWREST RESTAURATION 230NDI";"PL N D DE L ISLE";"";"38200 VIENNE";"";"NEWREST RESTAURATION";"";"NEWREST RESTAURATION 230NDI";"PL N D DE L ISLE";"";"38200 VIENNE";"";"";"";"PL";"N D DE L ISLE";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"0";"";"1";"O";"201703";"";"";"5629B";"Autres services de restauration n.c.a.";"2017";"03";"6 à 9 salariés";"NN";"2017";"9";"20170301";"20170301";"99";"99";"";"P";"S";"O";" ";"0";"NEWREST RESTAURATION";"";"";"";"";"";"00126";"32";"60159";"";"5699";"SA à directoire (s.a.i.)";"5629B";"Autres services de restauration n.c.a.";"2008";"";"";"";"32";"250 à 499 salariés";"400";"2015";"ETI";"19890901";"201209";"1";"S";"O";"2012";"6";"5629B";"5629B";"7010Z";"";"";"C";"";"";"";"2017-03-30T12:21:33"
"378607246";"00014";"ASS ADMR DE SERPAIZE";"SCE TRAVAILLEUSES FAMILIALES";"";"MAIRIE";"";"38200 SERPAIZE";"FRANCE";"ASS ADMR DE SERPAIZE";"SCE TRAVAILLEUSES FAMILIALES";"";"MAIRIE";"";"38200 SERPAIZE";"";"";"";"";"MAIRIE";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";484;"SERPAIZE";"00";"5";"56";243800455;"14";"8211";"1";"";"1";"O";"201209";"";"";"8899B";"Action sociale sans hébergement n.c.a.";"2008";"01";"1 ou 2 salariés";"1";"2015";"1";"19550101";"19550101";"NR";"99";"";"P";"S";"N";"";"0";"ASS ADMR DE SERPAIZE";"ADMR";"";"";"";"";"00014";"84";"38484";"";"9220";"Association déclarée ";"8899B";"Action sociale sans hébergement n.c.a.";"2008";"";"";"";"01";"1 ou 2 salariés";"1";"2015";"PME";"19550101";"201209";"1";"S";"N";"";"";"";"";"";"";"";"I";"";"";"";"2017-03-08T04:54:38"
"378607246";"00014";"ASS ADMR DE SERPAIZE";"SCE TRAVAILLEUSES FAMILIALES";"";"MAIRIE";"";"38200 SERPAIZE";"";"ASS ADMR DE SERPAIZE";"SCE TRAVAILLEUSES FAMILIALES";"";"MAIRIE";"";"38200 SERPAIZE";"";"";"";"";"MAIRIE";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";484;"SERPAIZE";"00";"5";"56";243800455;"14";"8211";"1";"";"1";"O";"201209";"";"";"8899B";"Action sociale sans hébergement n.c.a.";"2008";"01";"1 ou 2 salariés";"1";"2015";"1";"19550101";"19550101";"NR";"99";"";"P";"S";"N";" ";"0";"ASS ADMR DE SERPAIZE";"ADMR";"";"";"";"";"00014";"84";"38484";"";"9220";"Association déclarée ";"8899B";"Action sociale sans hébergement n.c.a.";"2008";"";"";"";"01";"1 ou 2 salariés";"1";"2015";"PME";"19550101";"201209";"1";"S";"N";"";"";"";"";"";"";"";"F";"0";"0";"0";"2017-03-08T04:54:38"
"384331625";"00010";"MADAME MICHELE LOUERGHEMMI";"LUGA";"DE LA MAIRIE";"CHEMIN DE LA PLAGNE";"";"38780 SEPTEME";"FRANCE";"MADAME MICHELE LOUERGHEMMI";"LUGA";"LE VILLAGE";"PL DE LA MAIRIE";"";"38780 SEPTEME";"";"";"";"PL";"DE LA MAIRIE";"38780";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";480;"SEPTEME";"";"0";"";243800455;"14";"8211";"1";"";"1";"O";"201209";"2";"Commerçant ";"4711B";"Commerce d'alimentation générale";"2008";"00";"0 salarié";"0";"2004";"3";"19920101";"19920101";"NR";"05";"2 ";"P";"S";"O";"";"0";"BAIN*LOUERGHEMMI/MICHELE/";"";"BAIN";"MICHELE";"2";"";"00010";"84";"38480";"";"";"";"4711B";"Commerce d'alimentation générale";"2008";"";"";"";"00";"0 salarié";"0";"2004";"PME";"19920101";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-08T13:59:30"
"384331625";"00028";"MADAME MICHELE LOUERGHEMMI";"LE PETIT MARCHE";"";"100 PLACE CECILLON DU PERRIER";"";"38780 SEPTEME";"FRANCE";"MADAME MICHELE LOUERGHEMMI";"LE PETIT MARCHE";"";"100 PL CECILLON DU PERRIER";"";"38780 SEPTEME";"";"100";"";"PL";"CECILLON DU PERRIER";"38780";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";480;"SEPTEME";"";"0";"";243800455;"14";"8211";"1";"LE PETIT MARCHE";"1";"O";"201703";"2";"Commerçant ";"4711B";"Commerce d'alimentation générale";"2017";"00";"0 salarié";"NN";"2017";"1";"20170201";"20170201";"";"";"";"P";"S";"O";" ";"0";"BAIN*LOUERGHEMMI/MICHELE/";"";"BAIN";"MICHELE";"2";"";"00028";"84";"38480";"";"";"";"4711B";"Commerce d'alimentation générale";"2008";"";"";"";"00";"0 salarié";"0";"2004";"PME";"19920101";"201209";"1";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-03-08T13:59:30"
"389249715";"00027";"MONSIEUR CHRISTIAN BELON";"LE BON GOUT CHEZ VOUS";"C ALLEE BATIMENT 1";"56 RUE DE LA CONVENTION";"";"38200 VIENNE";"FRANCE";"MONSIEUR CHRISTIAN BELON";"LE BON GOUT CHEZ VOUS";"BATIMENT C ALLEE 1";"56 RUE DE LA CONVENTION";"";"38200 VIENNE";"";"56";"";"RUE";"DE LA CONVENTION";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201703";"5";"Profession libérale ";"8559B";"Autres enseignements";"2017";"00";"0 salarié";"NN";"2017";"1";"20170301";"20170301";"12";"93";"";"P";"S";"O";" ";"0";"BELON*CHRISTIAN/";"";"BELON";"CHRISTIAN";"1";"";"00027";"84";"38544";"";"";"";"8559B";"Autres enseignements";"2017";"";"";"";"00";"0 salarié";"NN";"2017";"";"19921127";"201703";"";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-03-15T08:59:45"
"390695740";"00014";"SCI GROUPE MEDICAL DE LA RUE BOSON";"";"";"21 RUE BOSON";"";"38200 VIENNE";"FRANCE";"SCI GROUPE MEDICAL DE LA RUE BOSON";"";"";"21 RUE BOSON";"";"38200 VIENNE";"";"21";"";"RUE";"BOSON";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"0";"O";"201209";"";"";"4110D";"Supports juridiques de programmes";"2008";"00";"0 salarié";"0";"2004";"1";"19930226";"19930226";"NR";"99";"";"P";"S";"O";"";"0";"SCI GROUPE MEDICAL DE LA RUE BOSON";"";"";"";"";"";"00014";"84";"38544";"";"6541";"Société civile immobilière de construction-vente";"4110D";"Supports juridiques de programmes";"2008";"";"";"";"00";"0 salarié";"0";"2004";"PME";"19930226";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-14T08:33:40"
"393489919";"00174";"V 2 M";"MADO MARCEL";"";"43 RUE BOSON";"";"38200 VIENNE";"FRANCE";"V 2 M";"MADO MARCEL";"";"43 RUE BOSON";"";"38200 VIENNE";"";"43";"";"RUE";"BOSON";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"0";"MADO MARCEL";"1";"O";"201209";"";"";"4771Z";"Commerce de détail d'habillement en magasin spécialisé";"2008";"02";"3 à 5 salariés";"3";"2015";"6";"19940101";"19940101";"NR";"05";"2 ";"P";"S";"O";"";"0";"V 2 M";"";"";"";"";"";"00240";"84";"42153";"";"5710";"SAS, société par actions simplifiée";"4771Z";"Commerce de détail d'habillement en magasin spécialisé";"2008";"";"";"";"22";"100 à 199 salariés";"100";"2015";"PME";"19940102";"201209";"1";"S";"O";"2012";"5";"4771Z";"4771Z";"";"";"";"I";"";"";"";"2017-03-09T04:29:08"
"393489919";"00174";"V 2 M";"MADO MARCEL";"";"43 RUE BOSON";"";"38200 VIENNE";"FRANCE";"V 2 M";"MADO MARCEL";"";"43 RUE BOSON";"";"38200 VIENNE";"";"43";"";"RUE";"BOSON";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"0";"MADO MARCEL";"1";"O";"201209";"";"";"4771Z";"Commerce de détail d'habillement en magasin spécialisé";"2008";"02";"3 à 5 salariés";"3";"2015";"6";"19940101";"19940101";"NR";"05";"2 ";"P";"S";"O";" ";"0";"V 2 M";"";"";"";"";"";"00240";"84";"42153";"";"5710";"SAS, société par actions simplifiée";"4771Z";"Commerce de détail d'habillement en magasin spécialisé";"2008";"";"N";"20161231";"22";"100 à 199 salariés";"100";"2015";"PME";"19940102";"201209";"1";"S";"O";"2012";"5";"4771Z";"4771Z";"";"";"";"F";"0";"0";"0";"2017-03-09T04:29:08"
"393537766";"00049";"MONSIEUR ALAIN CHAZALON";"";"";"18 CHEMIN DE SOULINS";"";"38670 CHASSE SUR RHONE";"FRANCE";"MONSIEUR ALAIN CHAZALON";"";"";"18 CHE DE SOULINS";"";"38670 CHASSE SUR RHONE";"";"18";"";"CHE";"DE SOULINS";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201703";"2";"Commerçant ";"6831Z";"Agences immobilières";"2017";"00";"0 salarié";"NN";"2011";"NR";"20111101";"20170301";"NR";"NR";"";"P";"S";"O";" ";"0";"CHAZALON*ALAIN/";"";"CHAZALON";"ALAIN";"1";"";"00049";"84";"38087";"";"";"";"6831Z";"Agences immobilières";"2017";"";"";"";"00";"0 salarié";"NN";"2011";"";"19940104";"201703";"";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-03-30T10:01:59"
"398916270";"00026";"LA COLOMBE VALOISINE";"";"";"44 RUE BOSON";"";"38200 VIENNE";"FRANCE";"LA COLOMBE VALOISINE";"";"";"44 RUE BOSON";"";"38200 VIENNE";"";"44";"";"RUE";"BOSON";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"0";"O";"201209";"";"";"6820B";"Location de terrains et d'autres biens immobiliers";"2008";"00";"0 salarié";"0";"2004";"9";"20031001";"20031001";"NR";"99";"";"P";"S";"N";"";"0";"LA COLOMBE VALOISINE";"";"";"";"";"";"00026";"84";"38544";"";"6540";"Société civile immobilière ";"6820B";"Location de terrains et d'autres biens immobiliers";"2008";"";"";"";"00";"0 salarié";"0";"2004";"";"19941011";"201209";"1";"S";"N";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-01T03:15:18"
"400378451";"00043";"MADAME ARMELLE CHAPUIS";"";"";"1 RUE DU MUSEE";"";"38200 VIENNE";"FRANCE";"MADAME ARMELLE CHAPUIS";"";"";"1 RUE DU MUSEE";"";"38200 VIENNE";"";"1";"";"RUE";"DU MUSEE";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201506";"5";"Profession libérale ";"6910Z";"Activités juridiques";"2015";"00";"0 salarié";"NN";"2015";"1";"20150101";"20150101";"";"";"";"P";"S";"O";"";"0";"DELON*CHAPUIS/ARMELLE/";"";"DELON";"ARMELLE";"2";"";"00043";"84";"38544";"";"";"";"6910Z";"Activités juridiques";"2008";"";"";"";"00";"0 salarié";"0";"2004";"PME";"19950301";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-23T04:52:00"
